Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.73     0.00        7     0.00     0.00  Compute_end_of_round_values
  0.00      0.73     0.00        7     0.00     0.00  Count_rounds
  0.00      0.73     0.00        7     0.00     0.00  Get_player_index_by_name
  0.00      0.73     0.00        7     0.00     0.00  Give_best_player_bonus
  0.00      0.73     0.00        7     0.00     0.00  Punish_team
  0.00      0.73     0.00        7     0.00     0.00  Rank_add_round
  0.00      0.73     0.00        7     0.00     0.00  Rank_ballrun
  0.00      0.73     0.00        7     0.00     0.00  Rank_cashed_ball
  0.00      0.73     0.00        7     0.00     0.00  Rank_get_logout_message
  0.00      0.73     0.00        7     0.00     0.00  Rank_won_ball
  0.00      0.73     0.00        7     0.00     0.00  Rank_write_rankfile
  0.00      0.73     0.00        7     0.00     0.00  Rank_write_webpage
  0.00      0.73     0.00        7     0.00     0.00  Reset_all_players
  0.00      0.73     0.00        7     0.00     0.00  SortRankings
  0.00      0.73     0.00        7     0.00     0.00  Team_game_over
  0.00      0.73     0.00        7     0.00     0.00  rank_showtime
  0.00      0.73     0.00        7     0.00     0.00  showtime
  0.00      0.73     0.00        6     0.00     0.00  Meta_send
  0.00      0.73     0.00        6     0.00     0.00  Receive_power
  0.00      0.73     0.00        5     0.00     0.00  Make_wreckage
  0.00      0.73     0.00        5     0.00     0.00  Option_get_value
  0.00      0.73     0.00        5     0.00     0.00  Rank_add_death
  0.00      0.73     0.00        5     0.00     0.00  Server_info
  0.00      0.73     0.00        4     0.00     0.00  Init_item
  0.00      0.73     0.00        4     0.00     0.00  Receive_modifier_bank
  0.00      0.73     0.00        4     0.00     0.00  sig_ok
  0.00      0.73     0.00        3     0.00     0.00  Handle_player_command
  0.00      0.73     0.00        3     0.00     0.00  Receive_talk
  0.00      0.73     0.00        3     0.00     0.00  Reply
  0.00      0.73     0.00        3     0.00     0.00  Version_to_magic
  0.00      0.73     0.00        3     0.00     0.00  fileOpen
  0.00      0.73     0.00        3     0.00     0.00  init_ID
  0.00      0.73     0.00        2     0.00     0.00  Check_address
  0.00      0.73     0.00        2     0.00     0.00  Cmd_set
  0.00      0.73     0.00        2     0.00     0.00  Contact
  0.00      0.73     0.00        2     0.00     0.00  Convert_string_to_list
  0.00      0.73     0.00        2     0.00     0.00  Free_cells
  0.00      0.73     0.00        2     0.00     0.00  Get_option_value
  0.00      0.73     0.00        2     0.00     0.00  Log_game
  0.00      0.73     0.00        2     0.00     0.00  Player_crash
  0.00      0.73     0.00        2     0.00     0.00  Send_reply
  0.00      0.73     0.00        2     0.00     0.00  Tune_option
  0.00      0.73     0.00        2     0.00     0.00  allow_timer
  0.00      0.73     0.00        2     0.00     0.00  block_timer
  0.00      0.73     0.00        2     0.00     0.00  install_input
  0.00      0.73     0.00        2     0.00     0.00  install_timer_tick
  0.00      0.73     0.00        2     0.00     0.00  openDefaultsFile
  0.00      0.73     0.00        2     0.00     0.00  peek_ID
  0.00      0.73     0.00        2     0.00     0.00  setup_timer
  0.00      0.73     0.00        1     0.00     0.00  Alloc_map
  0.00      0.73     0.00        1     0.00     0.00  Alloc_players
  0.00      0.73     0.00        1     0.00     0.00  Check_connection
  0.00      0.73     0.00        1     0.00     0.00  Check_names
  0.00      0.73     0.00        1     0.00     0.00  Check_server_versions
  0.00      0.73     0.00        1     0.00     0.00  Cmd_password
  0.00      0.73     0.00        1     0.00     0.00  Compress_map
  0.00      0.73     0.00        1     0.00     0.00  Contact_cleanup
  0.00      0.73     0.00        1     0.00     0.00  Contact_init
  0.00      0.73     0.00        1     0.00     0.00  Delete_player
  0.00      0.73     0.00        1     0.00     0.00  Destroy_connection
  0.00      0.73     0.00        1     0.00     0.00  End_game
  0.00      0.73     0.00        1     0.00     0.00  Find_base_direction
  0.00      0.73     0.00        1     0.00     0.00  Free_map
  0.00      0.73     0.00        1     0.00     0.00  Free_players
  0.00      0.73     0.00        1     0.00     0.00  Free_shots
  0.00      0.73     0.00        1     0.00     0.00  Get_option_descs
  0.00      0.73     0.00        1     0.00     0.00  Grok_map
  0.00      0.73     0.00        1     0.00     0.00  Handle_listening
  0.00      0.73     0.00        1     0.00     0.00  Handle_login
  0.00      0.73     0.00        1     0.00     0.00  Handle_setup
  0.00      0.73     0.00        1     0.00     0.00  Handle_signal
  0.00      0.73     0.00        1     0.00     0.00  Init_default_options
  0.00      0.73     0.00        1     0.00     0.00  Init_map
  0.00      0.73     0.00        1     0.00     0.00  Init_options
  0.00      0.73     0.00        1     0.00     0.00  Init_player
  0.00      0.73     0.00        1     0.00     0.00  Init_receive
  0.00      0.73     0.00        1     0.00     0.00  Init_setup
  0.00      0.73     0.00        1     0.00     0.00  Meta_gone
  0.00      0.73     0.00        1     0.00     0.00  Meta_init
  0.00      0.73     0.00        1     0.00     0.00  Move_init
  0.00      0.73     0.00        1     0.00     0.00  Options_free
  0.00      0.73     0.00        1     0.00     0.00  Options_hash_free
  0.00      0.73     0.00        1     0.00     0.00  Options_hash_performance
  0.00      0.73     0.00        1     0.00     0.00  Options_parse
  0.00      0.73     0.00        1     0.00     0.00  Options_parse_FPS
  0.00      0.73     0.00        1     0.00     0.00  Options_parse_expand
  0.00      0.73     0.00        1     0.00     0.00  Origin_name
  0.00      0.73     0.00        1     0.00     0.00  Parse_robot_file
  0.00      0.73     0.00        1     0.00     0.00  Parser
  0.00      0.73     0.00        1     0.00     0.00  Pick_startpos
  0.00      0.73     0.00        1     0.00     0.00  Pick_team
  0.00      0.73     0.00        1     0.00     0.00  Player_set_score
  0.00      0.73     0.00        1     0.00     0.00  Queue_ack
  0.00      0.73     0.00        1     0.00     0.00  Queue_player
  0.00      0.73     0.00        1     0.00     0.00  Queue_remove
  0.00      0.73     0.00        1     0.00     0.00  Rank_get_saved_score
  0.00      0.73     0.00        1     0.00     0.00  Rank_init_saved_scores
  0.00      0.73     0.00        1     0.00     0.00  Rank_parse_rankfile
  0.00      0.73     0.00        1     0.00     0.00  Rank_save_score
  0.00      0.73     0.00        1     0.00     0.00  Receive_display
  0.00      0.73     0.00        1     0.00     0.00  Receive_fps_request
  0.00      0.73     0.00        1     0.00     0.00  Receive_play
  0.00      0.73     0.00        1     0.00     0.00  Receive_quit
  0.00      0.73     0.00        1     0.00     0.00  Receive_shape
  0.00      0.73     0.00        1     0.00     0.00  Robot_default_setup
  0.00      0.73     0.00        1     0.00     0.00  Robot_init
  0.00      0.73     0.00        1     0.00     0.00  Send_base
  0.00      0.73     0.00        1     0.00     0.00  Send_player
  0.00      0.73     0.00        1     0.00     0.00  Set_initial_resources
  0.00      0.73     0.00        1     0.00     0.00  Set_player_message
  0.00      0.73     0.00        1     0.00     0.00  Set_world_items
  0.00      0.73     0.00        1     0.00     0.00  Set_world_rules
  0.00      0.73     0.00        1     0.00     0.00  Setup_connection
  0.00      0.73     0.00        1     0.00     0.00  Walldist_alloc
  0.00      0.73     0.00        1     0.00     0.00  Walls_init
  0.00      0.73     0.00        1     0.00     0.00  closeCompressedFile
  0.00      0.73     0.00        1     0.00     0.00  closeMapFile
  0.00      0.73     0.00        1     0.00     0.00  copyFilename
  0.00      0.73     0.00        1     0.00     0.00  fileClose
  0.00      0.73     0.00        1     0.00     0.00  getMultilineValue
  0.00      0.73     0.00        1     0.00     0.00  isCompressed
  0.00      0.73     0.00        1     0.00     0.00  openCompressedFile
  0.00      0.73     0.00        1     0.00     0.00  openMapFile
  0.00      0.73     0.00        1     0.00     0.00  parseDefaultsFile
  0.00      0.73     0.00        1     0.00     0.00  parseMapFile
  0.00      0.73     0.00        1     0.00     0.00  parseOpenFile
  0.00      0.73     0.00        1     0.00     0.00  parsePasswordFile
  0.00      0.73     0.00        1     0.00     0.00  plock_server
  0.00      0.73     0.00        1     0.00     0.00  release_ID
  0.00      0.73     0.00        1     0.00     0.00  remove_input
  0.00      0.73     0.00        1     0.00     0.00  request_ID
  0.00      0.73     0.00        1     0.00     0.00  tuner_framedivisor
  0.00      0.73     0.00        1     0.00     0.00  tuner_internalFps

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 1.37% of 0.73 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     76.7    0.00    0.56                 main [1]
                0.17    0.33       1/1           sched [2]
                0.04    0.00       1/1           Alloc_shots [8]
                0.02    0.00       1/1           Walldist_init [11]
                0.00    0.00       2/36          Make_treasure_ball [101]
                0.00    0.00       1/1           Check_server_versions [176]
                0.00    0.00       1/1           Grok_map [189]
                0.00    0.00       1/1           Parser [211]
                0.00    0.00       1/1           plock_server [250]
                0.00    0.00       1/1           Find_base_direction [184]
                0.00    0.00       1/1           Walls_init [237]
                0.00    0.00       1/1           Alloc_players [173]
                0.00    0.00       1/1           Move_init [202]
                0.00    0.00       1/1           Robot_init [228]
                0.00    0.00       1/1           Rank_init_saved_scores [219]
                0.00    0.00       1/2           Log_game [161]
                0.00    0.00       1/1           Contact_init [180]
                0.00    0.00       1/1           Meta_init [201]
                0.00    0.00       1/7           showtime [139]
                0.00    0.00       1/2           setup_timer [171]
                0.00    0.00       1/2           install_timer_tick [168]
                0.00    0.00       1/1           Handle_signal [193]
-----------------------------------------------
                0.17    0.33       1/1           main [1]
[2]     68.5    0.17    0.33       1         sched [2]
                0.07    0.25   22033/22033       Handle_input [3]
                0.00    0.01    6228/6228        Main_loop [16]
                0.00    0.00    6228/6228        checkPlayers [29]
                0.00    0.00     396/396         timeout_chime [79]
                0.00    0.00       2/2           Contact [157]
                0.00    0.00       1/1           Handle_listening [190]
-----------------------------------------------
                0.07    0.25   22033/22033       sched [2]
[3]     44.3    0.07    0.25   22033         Handle_input [3]
                0.20    0.00   23569/23569       Receive_pointer_move [4]
                0.01    0.04    3267/3267        Receive_keyboard [6]
                0.00    0.00      25/25          Receive_ack [104]
                0.00    0.00       6/6           Receive_power [141]
                0.00    0.00       4/4           Receive_modifier_bank [147]
                0.00    0.00       3/3           Receive_talk [150]
                0.00    0.00       1/1           Receive_quit [225]
                0.00    0.00       1/1           Receive_fps_request [223]
                0.00    0.00       1/1           Receive_display [222]
                0.00    0.00       1/1           Receive_play [224]
                0.00    0.00       1/1           Receive_shape [226]
-----------------------------------------------
                0.20    0.00   23569/23569       Handle_input [3]
[4]     27.4    0.20    0.00   23569         Receive_pointer_move [4]
-----------------------------------------------
                                                 <spontaneous>
[5]     12.3    0.09    0.00                 Packet_scanf [5]
-----------------------------------------------
                0.01    0.04    3267/3267        Handle_input [3]
[6]      7.3    0.01    0.04    3267         Receive_keyboard [6]
                0.04    0.00     853/853         Handle_keyboard [7]
                0.00    0.00     125/738         Fire_normal_shots [74]
-----------------------------------------------
                0.04    0.00     853/853         Receive_keyboard [6]
[7]      6.0    0.04    0.00     853         Handle_keyboard [7]
                0.00    0.00     120/338         Fire_main_shot [13]
                0.00    0.00      44/70          Detach_ball [95]
-----------------------------------------------
                0.04    0.00       1/1           main [1]
[8]      5.5    0.04    0.00       1         Alloc_shots [8]
-----------------------------------------------
                                                 <spontaneous>
[9]      5.5    0.04    0.00                 Sockbuf_clear [9]
-----------------------------------------------
                                                 <spontaneous>
[10]     4.1    0.03    0.00                 Sockbuf_read [10]
-----------------------------------------------
                0.02    0.00       1/1           main [1]
[11]     2.7    0.02    0.00       1         Walldist_init [11]
-----------------------------------------------
                0.00    0.01     338/338         Fire_main_shot [13]
[12]     1.4    0.00    0.01     338         Fire_general_shot [12]
                0.01    0.00     332/332         Rank_fire_shot [14]
                0.00    0.00     332/4390        Add_fuel [67]
                0.00    0.00     332/41469       Object_position_init_pixels [22]
-----------------------------------------------
                0.00    0.00     120/338         Handle_keyboard [7]
                0.00    0.01     218/338         Update_objects [17]
[13]     1.4    0.00    0.01     338         Fire_main_shot [13]
                0.00    0.01     338/338         Fire_general_shot [12]
-----------------------------------------------
                0.01    0.00     332/332         Fire_general_shot [12]
[14]     1.4    0.01    0.00     332         Rank_fire_shot [14]
-----------------------------------------------
                                                 <spontaneous>
[15]     1.4    0.01    0.00                 DgramRead [15]
-----------------------------------------------
                0.00    0.01    6228/6228        sched [2]
[16]     0.9    0.00    0.01    6228         Main_loop [16]
                0.00    0.01    5232/5232        Update_objects [17]
                0.00    0.00   12456/12456       timeval_to_seconds [25]
                0.00    0.00    6228/6228        Input [27]
                0.00    0.00    6228/6228        Queue_loop [28]
                0.00    0.00    5680/5680        Frame_radar_buffer_free [30]
                0.00    0.00    5680/5680        Frame_update [32]
                0.00    0.00    5232/5232        Init_interpolation_data [38]
                0.00    0.00     613/738         Fire_normal_shots [74]
                0.00    0.00     448/448         Update_objects_interpolation [77]
                0.00    0.00      97/99          Meta_update [93]
-----------------------------------------------
                0.00    0.01    5232/5232        Main_loop [16]
[17]     0.9    0.00    0.01    5232         Update_objects [17]
                0.00    0.01     218/338         Fire_main_shot [13]
                0.00    0.00  436709/436709      Move_object [20]
                0.00    0.00   41456/41463       Delete_shot [23]
                0.00    0.00    5232/5232        Robot_update [41]
                0.00    0.00    5232/5232        Move_player [39]
                0.00    0.00    5232/5232        PlayerCollision [40]
                0.00    0.00    5232/5232        Check_collision [36]
                0.00    0.00    5232/5232        Compute_game_status [37]
                0.00    0.00    4829/4978        Turn_player [59]
                0.00    0.00    4829/4978        update_player_turn [60]
                0.00    0.00    4824/4824        Update_tanks [63]
                0.00    0.00    4049/4390        Add_fuel [67]
                0.00    0.00    3900/3900        Thrust [69]
                0.00    0.00    1347/1347        Move_ball [71]
                0.00    0.00     403/403         Transport_to_home [78]
                0.00    0.00      20/36          Make_treasure_ball [101]
                0.00    0.00      11/12          Go_home [109]
                0.00    0.00       5/12          Player_death_reset [111]
                0.00    0.00       5/12          Kill_player [110]
                0.00    0.00       5/8           Send_score [122]
                0.00    0.00       5/12          Update_score_table [116]
-----------------------------------------------
                0.00    0.00   41469/478178      Object_position_init_pixels [22]
                0.00    0.00  436709/478178      Move_object [20]
[18]     0.0    0.00    0.00  478178         Object_position_set_clicks [18]
-----------------------------------------------
                0.00    0.00     896/437273      Move_object_interpolation [73]
                0.00    0.00  436377/437273      Init_interpolation_data [38]
[19]     0.0    0.00    0.00  437273         Object_position_set_clicks_interpolation [19]
-----------------------------------------------
                0.00    0.00  436709/436709      Update_objects [17]
[20]     0.0    0.00    0.00  436709         Move_object [20]
                0.00    0.00  436709/478178      Object_position_set_clicks [18]
                0.00    0.00  245087/287379      Move_segment [21]
                0.00    0.00   15443/15565       Bounce_wall [24]
                0.00    0.00     618/618         Object_crash [75]
-----------------------------------------------
                0.00    0.00     896/287379      Move_object_interpolation [73]
                0.00    0.00    2240/287379      Move_player_interpolation [76]
                0.00    0.00   18748/287379      Move_player [39]
                0.00    0.00   20408/287379      Turn_player [59]
                0.00    0.00  245087/287379      Move_object [20]
[21]     0.0    0.00    0.00  287379         Move_segment [21]
                0.00    0.00       7/38          Send_message [99]
                0.00    0.00       7/37          Set_message [100]
                0.00    0.00       7/7           Rank_cashed_ball [130]
                0.00    0.00       7/7           Rank_ballrun [129]
                0.00    0.00       7/7           Rank_won_ball [132]
                0.00    0.00       7/7           Punish_team [127]
-----------------------------------------------
                0.00    0.00      23/41469       Make_wreckage [142]
                0.00    0.00      36/41469       Make_treasure_ball [101]
                0.00    0.00     332/41469       Fire_general_shot [12]
                0.00    0.00   41078/41469       Make_debris [26]
[22]     0.0    0.00    0.00   41469         Object_position_init_pixels [22]
                0.00    0.00   41469/478178      Object_position_set_clicks [18]
-----------------------------------------------
                0.00    0.00       7/41463       Reset_all_players [135]
                0.00    0.00   41456/41463       Update_objects [17]
[23]     0.0    0.00    0.00   41463         Delete_shot [23]
                0.00    0.00       4/70          Detach_ball [95]
-----------------------------------------------
                0.00    0.00      13/15565       Turn_player [59]
                0.00    0.00     109/15565       Move_player [39]
                0.00    0.00   15443/15565       Move_object [20]
[24]     0.0    0.00    0.00   15565         Bounce_wall [24]
-----------------------------------------------
                0.00    0.00   12456/12456       Main_loop [16]
[25]     0.0    0.00    0.00   12456         timeval_to_seconds [25]
-----------------------------------------------
                0.00    0.00      12/7812        Explode_fighter [108]
                0.00    0.00    7800/7812        Thrust [69]
[26]     0.0    0.00    0.00    7812         Make_debris [26]
                0.00    0.00   41078/41469       Object_position_init_pixels [22]
-----------------------------------------------
                0.00    0.00    6228/6228        Main_loop [16]
[27]     0.0    0.00    0.00    6228         Input [27]
                0.00    0.00       3/24          Send_reliable [105]
                0.00    0.00       2/99          Meta_update [93]
                0.00    0.00       1/1           Handle_setup [192]
-----------------------------------------------
                0.00    0.00    6228/6228        Main_loop [16]
[28]     0.0    0.00    0.00    6228         Queue_loop [28]
                0.00    0.00       1/1           Check_connection [174]
                0.00    0.00       1/1           Queue_remove [217]
                0.00    0.00       1/1           Pick_team [213]
                0.00    0.00       1/1           Setup_connection [235]
                0.00    0.00       1/1           Queue_ack [215]
-----------------------------------------------
                0.00    0.00    6228/6228        sched [2]
[29]     0.0    0.00    0.00    6228         checkPlayers [29]
-----------------------------------------------
                0.00    0.00    5680/5680        Main_loop [16]
[30]     0.0    0.00    0.00    5680         Frame_radar_buffer_free [30]
-----------------------------------------------
                0.00    0.00    5680/5680        Frame_update [32]
[31]     0.0    0.00    0.00    5680         Frame_shuffle [31]
-----------------------------------------------
                0.00    0.00    5680/5680        Main_loop [16]
[32]     0.0    0.00    0.00    5680         Frame_update [32]
                0.00    0.00    5680/5680        Frame_shuffle [31]
                0.00    0.00    4986/4986        Send_start_of_frame [56]
                0.00    0.00    4986/4986        Frame_parameters [43]
                0.00    0.00    4986/4986        Frame_status [49]
                0.00    0.00    4986/4986        Frame_map [42]
                0.00    0.00    4986/4986        Frame_ships [47]
                0.00    0.00    4986/4986        Frame_shots [48]
                0.00    0.00    4986/4986        Frame_radar_buffer_reset [45]
                0.00    0.00    4986/4986        Frame_radar [44]
                0.00    0.00    4986/4986        Frame_radar_buffer_send [46]
                0.00    0.00    4986/4986        debris_end [57]
                0.00    0.00    4986/4986        fastshot_end [58]
                0.00    0.00    4986/4986        Send_end_of_frame [52]
-----------------------------------------------
                0.00    0.00     448/5680        Move_player_interpolation [76]
                0.00    0.00    5232/5680        Init_interpolation_data [38]
[33]     0.0    0.00    0.00    5680         Player_position_set_clicks_interpolation [33]
-----------------------------------------------
                0.00    0.00      12/5244        Player_position_init_pixels [112]
                0.00    0.00    5232/5244        Move_player [39]
[34]     0.0    0.00    0.00    5244         Player_position_set_clicks [34]
-----------------------------------------------
                0.00    0.00    5232/5232        Check_collision [36]
[35]     0.0    0.00    0.00    5232         Cell_objects_init [35]
-----------------------------------------------
                0.00    0.00    5232/5232        Update_objects [17]
[36]     0.0    0.00    0.00    5232         Check_collision [36]
                0.00    0.00    5232/5232        Cell_objects_init [35]
-----------------------------------------------
                0.00    0.00    5232/5232        Update_objects [17]
[37]     0.0    0.00    0.00    5232         Compute_game_status [37]
                0.00    0.00       7/7           Compute_end_of_round_values [123]
                0.00    0.00       7/7           Team_game_over [137]
-----------------------------------------------
                0.00    0.00    5232/5232        Main_loop [16]
[38]     0.0    0.00    0.00    5232         Init_interpolation_data [38]
                0.00    0.00  436377/437273      Object_position_set_clicks_interpolation [19]
                0.00    0.00    5232/5680        Player_position_set_clicks_interpolation [33]
-----------------------------------------------
                0.00    0.00    5232/5232        Update_objects [17]
[39]     0.0    0.00    0.00    5232         Move_player [39]
                0.00    0.00   18748/287379      Move_segment [21]
                0.00    0.00    5232/5244        Player_position_set_clicks [34]
                0.00    0.00     109/15565       Bounce_wall [24]
                0.00    0.00       2/2           Player_crash [162]
